Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Summary,URL
nintendo-ds,FIFA Soccer 10,2009-10-20,Everyone,Electronic Arts,none,Soccer,014633157062,19776,none,https://www.pricecharting.com/game/nintendo-ds/fifa-soccer-10
nintendo-ds,FIFA Soccer 11,2010-10-08,Everyone,Electronic Arts,none,Soccer,014633194913,22056,none,https://www.pricecharting.com/game/nintendo-ds/fifa-soccer-11
nintendo-ds,FIFA Street 2,2006-02-28,Everyone,Electronic Arts,none,Soccer,014633152005,11065,none,https://www.pricecharting.com/game/nintendo-ds/fifa-street-2
nintendo-ds,FIFA Street 3,2008-02-18,Everyone,Electronic Arts,none,Soccer,014633157659,11909,none,https://www.pricecharting.com/game/nintendo-ds/fifa-street-3
nintendo-ds,FIFA World Cup Germany 2006,2006-04-24,Everyone,Electronic Arts,Team Fusion,Soccer,014633152012,63260,none,https://www.pricecharting.com/game/nintendo-ds/fifa-world-cup-germany-2006
nintendo-ds,Fighting Fantasy: The Warlock of Firetop Mountain,2009-11-23,Teen,Aspyr,none,Action & Adventure,618870122274,20057,none,https://www.pricecharting.com/game/nintendo-ds/fighting-fantasy-the-warlock-of-firetop-mountain
nintendo-ds,Fighting Fantasy: The Warlock of Firetop Mountain,2009-11-23,Teen,Aspyr,none,Action & Adventure,618870422275,20057,none,https://www.pricecharting.com/game/nintendo-ds/fighting-fantasy-the-warlock-of-firetop-mountain
nintendo-ds,Final Fantasy Crystal Chronicles: Echoes of Time,2009-03-24,Everyone 10+,Square Enix,Square Enix,RPG,662248908335,16476,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-crystal-chronicles-echoes-of-time
nintendo-ds,Final Fantasy Crystal Chronicles Ring of Fates,2008-03-11,Everyone 10+,Square Enix,none,RPG,662248907215,11907,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-crystal-chronicles-ring-of-fates
nintendo-ds,Final Fantasy Fables Chocobo Tales,2007-04-03,Everyone,Square Enix,none,Action & Adventure,662248907017,4039,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-fables-chocobo-tales
nintendo-ds,Final Fantasy III,2006-11-14,Everyone 10+,Square Enix,none,RPG,662248906133,4040,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-iii
nintendo-ds,Final Fantasy IV,2008-07-21,Everyone 10+,Square Enix,none,RPG,662248908113,14089,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-iv
nintendo-ds,Final Fantasy Tactics A2,2008-06-24,Everyone,Square Enix,Square Enix,RPG,662248908069,13998,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-tactics-a2
nintendo-ds,Final Fantasy: The 4 Heroes of Light,2010-10-05,Everyone 10+,Square Enix,"Matrix Software, Square Enix",RPG,662248910178,22133,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-the-4-heroes-of-light
nintendo-ds,Final Fantasy XII Revenant Wings,2007-11-20,Everyone 10+,Square Enix,Square Enix,RPG,662248907147,10846,none,https://www.pricecharting.com/game/nintendo-ds/final-fantasy-xii-revenant-wings
nintendo-ds,Finding Nemo Escape to the Big Blue,2006-02-09,Everyone,THQ,none,Action & Adventure,785138361109,11665,none,https://www.pricecharting.com/game/nintendo-ds/finding-nemo-escape-to-the-big-blue
nintendo-ds,Fire Emblem Shadow Dragon,2009-02-16,Everyone 10+,Nintendo,none,RPG,045496740047,16315,none,https://www.pricecharting.com/game/nintendo-ds/fire-emblem-shadow-dragon
nintendo-ds,Fire Emblem Shadow Dragon,2009-02-16,Everyone 10+,Nintendo,none,RPG,045496740054,16315,none,https://www.pricecharting.com/game/nintendo-ds/fire-emblem-shadow-dragon
nintendo-ds,Fish Tycoon,2007-10-16,Everyone,Majesco,none,Other,096427014980,10266,none,https://www.pricecharting.com/game/nintendo-ds/fish-tycoon
nintendo-ds,Fishdom,2011-07-05,Everyone,none,none,Puzzle,742725282537,715578,none,https://www.pricecharting.com/game/nintendo-ds/fishdom
nintendo-ds,Flash Focus Vision Training,2007-10-15,Everyone,Nintendo,"Nintendo , Namco Bandai",Puzzle,none,8978,"Flash Focus: Vision Training in Minutes a Day features a number of activities that test all aspects of Focus Power, including some fun, sports-based activities:
Symbol Order: Three symbols flash on the screen in any of the 12 boxes. One symbol appears at a time for only a split second. The challenge is to remember each symbol and then enter all three symbols in the order in which they appeared.
Box Tap: Furiously tap a series of moving red boxes before they disappear. The more users successfully tap, the higher the score.
Number Flash: In this activity, numbers flash very briefly on the top screen. Users must then choose the correct number. As the activity gets harder, the number sequence gets longer.
Box Track: A circle is placed in one of three boxes. The challenge is to follow the box with the circle in it as the three shuffle rapidly on the screen. Users must then tap the box with the circle in it.
Circle Spot: In this activity, symbols appear for a split second in 12 boxes arranged on the touch screen. Users must tap the only circle among the symbols.
Letter Count: Users quickly memorize the target letter, then count how many times it appears as a fast-moving series of letters moves across the screen.
Fast Match: Users quickly look at the two symbols as they flash on the screen, then decide if they matched by tapping on the touch screen.
Baseball: Tap the ball on the touch screen as the pitch crosses the plate to score a hit. With each hit, the box gets bigger, making it more challenging to hit the speeding pitch.
Boxing: Pummel the punch mitt by tapping the center of the target before the sparring partner lowers it. Earn extra points for punching a clean hit in the center of the mitt with perfect accuracy.
Table Tennis: Users slide the stylus across the screen to volley the ball back to their opponent. Survive 40 volleys to earn a perfect score.

Boost Your Focus Power: Train with quick, fun activities based on vision-training programs used by top athletes.
Put eyes to real-world tests: Take a swing at a speeding pitch, outmaneuver incoming linebackers and strike the soccer ball into the goal in fun, sports-based training activities.
Pick up and play every day: Users complete daily training activities to challenge Hand-Eye Coordination, Peripheral Vision, Dynamic Visual Acuity, Momentary Vision and Eye Movement, then track their results with a calendar and easy-to-understand charts.",https://www.pricecharting.com/game/nintendo-ds/flash-focus-vision-training
nintendo-ds,Flipper Critters,2007-10-09,Everyone,Ignition,none,Other,893384000038,10267,none,https://www.pricecharting.com/game/nintendo-ds/flipper-critters
nintendo-ds,Florist Shop,2010-09-21,Everyone,Tommo,none,Other,695771802542,22041,none,https://www.pricecharting.com/game/nintendo-ds/florist-shop
nintendo-ds,Flower Sun and Rain,2009-06-15,Teen,Xseed,h.a.n.d. Inc.,Action & Adventure,853466001162,19301,none,https://www.pricecharting.com/game/nintendo-ds/flower-sun-and-rain
nintendo-ds,Flushed Away,2006-10-24,Everyone,D3 Publisher,none,Action & Adventure,879278320017,11810,none,https://www.pricecharting.com/game/nintendo-ds/flushed-away
nintendo-ds,Ford Racing 3,2005-12-07,Everyone,none,none,Racing,802068100438,11717,none,https://www.pricecharting.com/game/nintendo-ds/ford-racing-3
nintendo-ds,Fossil Fighters,2009-08-10,Everyone,Nintendo,none,Action & Adventure,045496740412,19484,none,https://www.pricecharting.com/game/nintendo-ds/fossil-fighters
nintendo-ds,Fossil Fighters Champions,2011-11-14,Everyone,Nintendo,none,RPG,045496741761,32277,none,https://www.pricecharting.com/game/nintendo-ds/fossil-fighters-champions
nintendo-ds,Fossil League Dino Tournament,2007-01-01,Everyone,D3 Publisher,none,Strategy,879278320031,11811,none,https://www.pricecharting.com/game/nintendo-ds/fossil-league-dino-tournament
nintendo-ds,Foster's Home For Imaginary Friends Imagination Invaders,2007-11-12,Everyone,Midway,none,Action & Adventure,031719191840,10483,none,https://www.pricecharting.com/game/nintendo-ds/foster's-home-for-imaginary-friends-imagination-invaders
nintendo-ds,Foto Frenzy,2009-11-17,Everyone,Storm City Entertainment,none,Puzzle,814157010054,20029,none,https://www.pricecharting.com/game/nintendo-ds/foto-frenzy
nintendo-ds,Foto Showdown,2010-03-11,Everyone,Konami,none,RPG,083717241638,33628,none,https://www.pricecharting.com/game/nintendo-ds/foto-showdown
nintendo-ds,Franklin's Great Adventures,2006-04-01,Everyone,American Game Factory,none,Action & Adventure,855433001045,11786,none,https://www.pricecharting.com/game/nintendo-ds/franklin's-great-adventures
nintendo-ds,Freddi Fish: ABC Under The Sea,2010-10-05,Everyone,none,none,Other,742725276697,22140,none,https://www.pricecharting.com/game/nintendo-ds/freddi-fish-abc-under-the-sea
nintendo-ds,Freedom Wings,2006-08-21,Everyone 10+,Natsume,none,Action & Adventure,719593100027,11508,none,https://www.pricecharting.com/game/nintendo-ds/freedom-wings
nintendo-ds,Frisbee Disc Sports,2007-09-13,Everyone,Zoo Games,none,Sports,802068100957,7334,none,https://www.pricecharting.com/game/nintendo-ds/frisbee-disc-sports
nintendo-ds,Fritz Chess,2009-07-13,Everyone,none,none,Puzzle,895678002322,34578,none,https://www.pricecharting.com/game/nintendo-ds/fritz-chess
nintendo-ds,Frogger Helmet Chaos,2005-09-27,Everyone,Konami,none,Action & Adventure,083717241041,8994,none,https://www.pricecharting.com/game/nintendo-ds/frogger-helmet-chaos
nintendo-ds,From the Abyss,2008-08-26,Everyone,Aksys,none,Action & Adventure,893610001129,14637,none,https://www.pricecharting.com/game/nintendo-ds/from-the-abyss
nintendo-ds,Front Mission,2007-10-23,Everyone 10+,Square Enix,none,Strategy,662248907130,8997,none,https://www.pricecharting.com/game/nintendo-ds/front-mission
nintendo-ds,Frozen & Big Hero 6 Disney 2 Pack,2016-10-18,Everyone,Game Mill,none,Action & Adventure,781398124607,37034,none,https://www.pricecharting.com/game/nintendo-ds/frozen-&-big-hero-6-disney-2-pack
nintendo-ds,Frozen & Big Hero 6 Disney 2 Pack,2016-10-18,Everyone,Game Mill,none,Action & Adventure,834656000301,37034,none,https://www.pricecharting.com/game/nintendo-ds/frozen-&-big-hero-6-disney-2-pack
nintendo-ds,Frozen: Olaf's Quest,2013-11-12,none,Game Mill,none,Action & Adventure,834656090111,35413,none,https://www.pricecharting.com/game/nintendo-ds/frozen-olaf's-quest
nintendo-ds,Fullmetal Alchemist Dual Sympathy,2006-12-12,Teen,none,none,RPG,828068211387,4041,none,https://www.pricecharting.com/game/nintendo-ds/fullmetal-alchemist-dual-sympathy
nintendo-ds,Fullmetal Alchemist Trading Card Game,2007-10-15,Teen,Destineer,none,RPG,828068211448,9000,none,https://www.pricecharting.com/game/nintendo-ds/fullmetal-alchemist-trading-card-game
nintendo-ds,FutureU The Prep Game for SAT,2008-11-14,Everyone,Aspyr,none,Other,618870118079,15920,none,https://www.pricecharting.com/game/nintendo-ds/futureu-the-prep-game-for-sat
nintendo-ds,G-Force,2009-07-21,Everyone 10+,Disney,none,Action & Adventure,712725005511,19397,none,https://www.pricecharting.com/game/nintendo-ds/g-force
nintendo-ds,G-Force,2009-07-21,Everyone 10+,Disney,none,Action & Adventure,712725005528,19397,none,https://www.pricecharting.com/game/nintendo-ds/g-force
nintendo-ds,Galactic Taz Ball,2010-08-10,Everyone,Warner Bros,none,Action & Adventure,883929131693,21868,none,https://www.pricecharting.com/game/nintendo-ds/galactic-taz-ball
nintendo-ds,Galaxy Racers,2010-07-27,Everyone,Ubisoft,none,Racing,008888165965,21770,none,https://www.pricecharting.com/game/nintendo-ds/galaxy-racers
nintendo-ds,Game & Watch Collection,2008-12-15,Everyone,Nintendo,Nintendo EAD,Other,045496740115,16288,none,https://www.pricecharting.com/game/nintendo-ds/game-&-watch-collection
nintendo-ds,Game & Watch Collection 2,2010-03-31,Everyone,Nintendo,none,Arcade,045496740948,31049,none,https://www.pricecharting.com/game/nintendo-ds/game-&-watch-collection-2
nintendo-ds,Game Hits!,2010-05-14,Everyone,none,none,Other,828068213169,30909,none,https://www.pricecharting.com/game/nintendo-ds/game-hits
nintendo-ds,Games Around the World,2010-10-26,Everyone 10+,Zoo Games,none,Other,802068103446,30910,none,https://www.pricecharting.com/game/nintendo-ds/games-around-the-world
nintendo-ds,Gardening Mama,2009-03-31,Everyone,Majesco,none,Other,096427015734,17476,none,https://www.pricecharting.com/game/nintendo-ds/gardening-mama
nintendo-ds,Garfield's Fun Fest,2008-08-29,Everyone,Zoo Games,none,Party,802068101510,16175,none,https://www.pricecharting.com/game/nintendo-ds/garfield's-fun-fest
nintendo-ds,Garfield's Nightmare,2007-09-04,Everyone,American Game Factory,none,Action & Adventure,855433001564,7338,none,https://www.pricecharting.com/game/nintendo-ds/garfield's-nightmare
nintendo-ds,Garfield A Tail of Two Kitties,2006-10-17,Everyone,none,none,Action & Adventure,855433001250,11792,none,https://www.pricecharting.com/game/nintendo-ds/garfield-a-tail-of-two-kitties
nintendo-ds,Garfield Gets Real,2009-07-21,Everyone,Zoo Games,none,Action & Adventure,802068101404,10484,none,https://www.pricecharting.com/game/nintendo-ds/garfield-gets-real
nintendo-ds,Gem Quest 4 Elements,2011-04-19,Everyone,Storm City Entertainment,none,Puzzle,814157010306,62482,none,https://www.pricecharting.com/game/nintendo-ds/gem-quest-4-elements
nintendo-ds,Generator Rex: Agent of Providence,2011-11-01,Everyone 10+,Activision,none,Action & Adventure,047875765863,31902,"Players wage technologically enhanced third-person combat, against throngs of vicious E.V.O. mutants, as Generator Rex: Agent of Providence. In the first retail game based on the animated series, emphasis is placed on providing fans with an appropriate sense of power as they unleash the hero's nanite-derived special abilities. Rex Salazar slams and smashes his foes, with giant bio-mechanical hands or feet, and with more powerful weapons that can be unlocked by blueprints found throughout the adventure. Action plays out in multiple environments, including the jungle, desert, and city.",https://www.pricecharting.com/game/nintendo-ds/generator-rex-agent-of-providence
nintendo-ds,Geometry Wars Galaxies,2007-11-27,Everyone,Sierra,none,Action & Adventure,020626727426,10847,none,https://www.pricecharting.com/game/nintendo-ds/geometry-wars-galaxies
nintendo-ds,George of the Jungle and the Search for the Secret,2008-04-01,Everyone,Crave,none,Action & Adventure,650008500059,14416,none,https://www.pricecharting.com/game/nintendo-ds/george-of-the-jungle-and-the-search-for-the-secret
nintendo-ds,Ghost Trick: Phantom Detective,2011-01-11,Teen,Capcom,none,Action & Adventure,013388320196,30854,none,https://www.pricecharting.com/game/nintendo-ds/ghost-trick-phantom-detective
nintendo-ds,Ghostbusters: The Video Game,2009-06-16,Everyone,Atari,Red Fly Studios,Action & Adventure,742725277649,19290,none,https://www.pricecharting.com/game/nintendo-ds/ghostbusters-the-video-game
nintendo-ds,G.I. Joe: The Rise of Cobra,2009-08-04,Everyone 10+,none,none,Action & Adventure,014633191387,19454,none,https://www.pricecharting.com/game/nintendo-ds/gi-joe-the-rise-of-cobra
nintendo-ds,Giana Sisters DS,2011-02-22,Everyone,Destineer,none,Action & Adventure,828068213428,32954,none,https://www.pricecharting.com/game/nintendo-ds/giana-sisters-ds
nintendo-ds,Girl Time,2009-05-11,Everyone,THQ,none,Other,785138362663,19080,none,https://www.pricecharting.com/game/nintendo-ds/girl-time
nintendo-ds,Girls Only,2010-10-19,Everyone,none,none,Other,878614001658,30368,none,https://www.pricecharting.com/game/nintendo-ds/girls-only
nintendo-ds,Glory Days 2,2007-08-06,Everyone 10+,Eidos Interactive,none,Puzzle,788687400466,4043,none,https://www.pricecharting.com/game/nintendo-ds/glory-days-2
nintendo-ds,Glory of Heracles,2010-01-18,Everyone 10+,Nintendo,Paon,RPG,045496740726,20362,"A Land of Myths - A time of Heroes... In ancient Greece, not everything is as the legends say. The Gods of Olympus squabble while mortals suffer. Who will rise to restore glory to the Gods - or to spark the war that could destroy them all? *Explore this unique take on Greek mythology as you travel to the very halls of Mount Olympus. *Face off against legendary foes, and earn your place among the Great Greek Heroes * Unleash the powers of the Gods in battle, and enhance their strength with stylus-based challenges.",https://www.pricecharting.com/game/nintendo-ds/glory-of-heracles
nintendo-ds,Glory of Heracles,2010-01-18,Everyone 10+,Nintendo,Paon,RPG,045496740733,20362,"A Land of Myths - A time of Heroes... In ancient Greece, not everything is as the legends say. The Gods of Olympus squabble while mortals suffer. Who will rise to restore glory to the Gods - or to spark the war that could destroy them all? *Explore this unique take on Greek mythology as you travel to the very halls of Mount Olympus. *Face off against legendary foes, and earn your place among the Great Greek Heroes * Unleash the powers of the Gods in battle, and enhance their strength with stylus-based challenges.",https://www.pricecharting.com/game/nintendo-ds/glory-of-heracles
nintendo-ds,"Go, Diego, Go: Great Dinosaur Rescue",2008-10-27,Everyone,none,none,Action & Adventure,710425354533,15835,none,https://www.pricecharting.com/game/nintendo-ds/go-diego-go-great-dinosaur-rescue
nintendo-ds,"Go, Diego, Go: Mega Bloks Build & Rescue",2010-10-26,Everyone,2K Games,none,Puzzle,710425358418,30329,none,https://www.pricecharting.com/game/nintendo-ds/go-diego-go-mega-bloks-build-&-rescue
nintendo-ds,"Go, Diego, Go: Safari Rescue",2007-11-05,Everyone,2K Games,none,Action & Adventure,710425351907,11477,none,https://www.pricecharting.com/game/nintendo-ds/go-diego-go-safari-rescue
nintendo-ds,Go Go's Crazy Bones,2012-03-20,none,Game Mill,none,Action & Adventure,834656086206,32959,none,https://www.pricecharting.com/game/nintendo-ds/go-go's-crazy-bones
nintendo-ds,Go Pets Vacation Island,2008-03-01,Everyone,Konami,none,Other,083717241218,11259,none,https://www.pricecharting.com/game/nintendo-ds/go-pets-vacation-island
nintendo-ds,Godzilla Unleashed,2007-11-20,Everyone,Atari,none,Action & Adventure,742725275546,10848,none,https://www.pricecharting.com/game/nintendo-ds/godzilla-unleashed
nintendo-ds,Golden Nugget Casino DS,2005-12-15,Teen,none,none,Sports,096427014256,4044,none,https://www.pricecharting.com/game/nintendo-ds/golden-nugget-casino-ds
nintendo-ds,Golden Sun: Dark Dawn,2010-11-29,Everyone 10+,Nintendo,Camelot Software Planning,RPG,045496741105,30788,"Nintendo's acclaimed role-playing series makes its anticipated transition from Game Boy Advance to DS with Golden Sun: Dark Dawn. Thirty years after the first two Golden Sun titles, the world of Weyward is undergoing a dramatic transformation: the offspring of the heroes from the first two games have banded together to investigate a series of mysterious disturbances—and they will find answers at any cost. As you explore Weyward, you will encounter an assortment of deadly foes, enticing treasures, and obstacles, as well as elemental creatures called Djinn, which allow your characters to summon magical spirits in combat. Dark Dawn makes use of the DS’s handheld's touch-screen interface for movement, spell-casting, and menu navigation within the turn-based battles, making this engrossing and engaging game intuitive even for notice gamers.",https://www.pricecharting.com/game/nintendo-ds/golden-sun-dark-dawn
nintendo-ds,Golden Sun: Dark Dawn,2010-11-29,Everyone 10+,Nintendo,Camelot Software Planning,RPG,045496741099,30788,"Nintendo's acclaimed role-playing series makes its anticipated transition from Game Boy Advance to DS with Golden Sun: Dark Dawn. Thirty years after the first two Golden Sun titles, the world of Weyward is undergoing a dramatic transformation: the offspring of the heroes from the first two games have banded together to investigate a series of mysterious disturbances—and they will find answers at any cost. As you explore Weyward, you will encounter an assortment of deadly foes, enticing treasures, and obstacles, as well as elemental creatures called Djinn, which allow your characters to summon magical spirits in combat. Dark Dawn makes use of the DS’s handheld's touch-screen interface for movement, spell-casting, and menu navigation within the turn-based battles, making this engrossing and engaging game intuitive even for notice gamers.",https://www.pricecharting.com/game/nintendo-ds/golden-sun-dark-dawn
nintendo-ds,GoldenEye Rogue Agent,2005-06-13,Teen,Electronic Arts,none,FPS,014633149678,4045,none,https://www.pricecharting.com/game/nintendo-ds/goldeneye-rogue-agent
nintendo-ds,Goosebumps HorrorLand,2008-11-04,Everyone 10+,none,none,Action & Adventure,078073111282,15854,none,https://www.pricecharting.com/game/nintendo-ds/goosebumps-horrorland
nintendo-ds,Gormiti: The Lords of Nature,2010-09-21,Everyone,none,none,Action & Adventure,083717241751,22025,none,https://www.pricecharting.com/game/nintendo-ds/gormiti-the-lords-of-nature
nintendo-ds,Gourmet Chef,2008-06-01,Everyone,Ubisoft,none,Other,008888164241,14000,none,https://www.pricecharting.com/game/nintendo-ds/gourmet-chef
nintendo-ds,Grand Theft Auto: Chinatown Wars,2009-03-17,Mature,Rockstar,none,Action & Adventure,710425353000,16458,none,https://www.pricecharting.com/game/nintendo-ds/grand-theft-auto-chinatown-wars
nintendo-ds,Grand Theft Auto: Chinatown Wars,2009-03-17,Mature,Rockstar,none,Action & Adventure,710425355059,16458,none,https://www.pricecharting.com/game/nintendo-ds/grand-theft-auto-chinatown-wars
nintendo-ds,Grand Theft Auto: Chinatown Wars,2009-03-17,Mature,Rockstar,none,Action & Adventure,710425355578,16458,none,https://www.pricecharting.com/game/nintendo-ds/grand-theft-auto-chinatown-wars
nintendo-ds,Grease,2010-08-24,Everyone 10+,505 Games,none,Action & Adventure,812872011356,21948,none,https://www.pricecharting.com/game/nintendo-ds/grease
nintendo-ds,Green Lantern: Rise of the Manhunters,2011-06-07,Everyone 10+,Warner Bros,none,Action & Adventure,883929167050,31458,none,https://www.pricecharting.com/game/nintendo-ds/green-lantern-rise-of-the-manhunters
nintendo-ds,Greg Hastings Tournament Paintball Maxed,2006-01-01,Everyone 10+,Activision,none,Action & Adventure,047875752313,9066,none,https://www.pricecharting.com/game/nintendo-ds/greg-hastings-tournament-paintball-maxed
nintendo-ds,Gremlins Gizmo,2011-11-01,none,none,none,Action & Adventure,634482306901,35475,none,https://www.pricecharting.com/game/nintendo-ds/gremlins-gizmo
nintendo-ds,Grey's Anatomy The Video Game,2009-03-04,Teen,Ubisoft,none,Other,008888165088,16368,none,https://www.pricecharting.com/game/nintendo-ds/grey's-anatomy-the-video-game
nintendo-ds,Grid,2008-08-05,Everyone,Codemasters,Firebrand Games,Racing,767649402120,14457,none,https://www.pricecharting.com/game/nintendo-ds/grid
nintendo-ds,Guilty Gear Dust Strikers,2006-04-25,Teen,Majesco,none,Action & Adventure,096427014409,11332,none,https://www.pricecharting.com/game/nintendo-ds/guilty-gear-dust-strikers
nintendo-ds,Guinness World Records The Video Game,2008-11-11,Everyone,Warner Bros,none,Action & Adventure,883929045655,15958,none,https://www.pricecharting.com/game/nintendo-ds/guinness-world-records-the-video-game
nintendo-ds,Guitar Hero On Tour & On Tour Decades Box Set,2008-11-16,Everyone 10+,Activision,Vicarious Visions,Other,047875956490,39975,none,https://www.pricecharting.com/game/nintendo-ds/guitar-hero-on-tour-&-on-tour-decades-box-set
nintendo-ds,Guitar Hero On Tour & On Tour Decades Box Set,2008-11-16,Everyone 10+,Activision,Vicarious Visions,Other,047875953512,39975,none,https://www.pricecharting.com/game/nintendo-ds/guitar-hero-on-tour-&-on-tour-decades-box-set
nintendo-ds,Guitar Hero On Tour Decades,2008-11-16,Everyone 10+,Activision,none,Other,047875955554,16034,none,https://www.pricecharting.com/game/nintendo-ds/guitar-hero-on-tour-decades
nintendo-ds,Guitar Hero: On Tour (game only),2008-06-22,Everyone 10+,Activision,none,Other,047875953956,16253,none,https://www.pricecharting.com/game/nintendo-ds/guitar-hero-on-tour-game-only
nintendo-ds,Guitar Hero On Tour: Modern Hits,2009-06-09,Everyone 10+,Activision,none,Other,047875957459,19279,none,https://www.pricecharting.com/game/nintendo-ds/guitar-hero-on-tour-modern-hits
nintendo-ds,Guitar Hero On Tour: Modern Hits,2009-06-09,Everyone 10+,Activision,none,Other,047875957473,19279,none,https://www.pricecharting.com/game/nintendo-ds/guitar-hero-on-tour-modern-hits
nintendo-ds,Guitar Rock Tour,2008-11-04,Everyone,Ubisoft,none,Other,897290002032,15927,none,https://www.pricecharting.com/game/nintendo-ds/guitar-rock-tour
nintendo-ds,Gummy Bears Minigolf,2010-10-15,Everyone,Storm City Entertainment,none,Sports,814157010160,31130,none,https://www.pricecharting.com/game/nintendo-ds/gummy-bears-minigolf
nintendo-ds,Gunpey,2006-11-17,Everyone,Namco,none,Music,722674700160,11540,none,https://www.pricecharting.com/game/nintendo-ds/gunpey
nintendo-ds,Hamsterz Life,2006-11-28,Everyone,Ubisoft,none,Other,008888163275,4046,none,https://www.pricecharting.com/game/nintendo-ds/hamsterz-life
nintendo-ds,Hands On! Tangrams,2009-10-06,Everyone,Storm City Entertainment,Island Officials,Puzzle,814157010061,32830,none,https://www.pricecharting.com/game/nintendo-ds/hands-on-tangrams
nintendo-ds,Hannah Montana,2006-10-09,Everyone,Disney,none,Action & Adventure,712725003135,4047,none,https://www.pricecharting.com/game/nintendo-ds/hannah-montana
nintendo-ds,Hannah Montana Music Jam,2007-10-16,Everyone,Disney,none,Other,712725003616,10268,none,https://www.pricecharting.com/game/nintendo-ds/hannah-montana-music-jam
nintendo-ds,Hannah Montana Music Jam,2007-10-16,Everyone,Disney,none,Other,712725004934,10268,none,https://www.pricecharting.com/game/nintendo-ds/hannah-montana-music-jam
nintendo-ds,Hannah Montana: The Movie,2009-04-07,Everyone,Disney,none,Action & Adventure,712725005337,17646,none,https://www.pricecharting.com/game/nintendo-ds/hannah-montana-the-movie
nintendo-ds,Hannah Montana: The Movie,2009-04-07,Everyone,Disney,none,Action & Adventure,712725017408,17646,none,https://www.pricecharting.com/game/nintendo-ds/hannah-montana-the-movie
nintendo-ds,Happily Ever After Vol. 1,2010-12-28,Everyone,Storm City Entertainment,none,Action & Adventure,814157010283,31435,none,https://www.pricecharting.com/game/nintendo-ds/happily-ever-after-vol-1
nintendo-ds,Happily Ever After Vol. 2,2010-12-28,Everyone,Storm City Entertainment,none,Action & Adventure,814157010290,31436,none,https://www.pricecharting.com/game/nintendo-ds/happily-ever-after-vol-2
nintendo-ds,Happy Cooking,2008-12-02,Everyone,Ubisoft,none,Other,008888164920,14989,none,https://www.pricecharting.com/game/nintendo-ds/happy-cooking
nintendo-ds,Happy Feet,2006-11-14,Everyone,Midway,none,Action & Adventure,031719191666,4048,none,https://www.pricecharting.com/game/nintendo-ds/happy-feet
nintendo-ds,Happy Feet Two,2011-11-08,Everyone,Warner Bros,none,Action & Adventure,883929162055,32107,none,https://www.pricecharting.com/game/nintendo-ds/happy-feet-two
nintendo-ds,Harlem Globetrotters World Tour,2007-03-07,Everyone,none,none,Basketball,802068100896,11727,none,https://www.pricecharting.com/game/nintendo-ds/harlem-globetrotters-world-tour
nintendo-ds,Harry Potter and the Deathly Hallows: Part 1,2010-11-16,Everyone 10+,Electronic Arts,none,Action & Adventure,014633194555,30728,none,https://www.pricecharting.com/game/nintendo-ds/harry-potter-and-the-deathly-hallows-part-1
nintendo-ds,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,Everyone 10+,Electronic Arts,none,Action & Adventure,014633195972,31556,none,https://www.pricecharting.com/game/nintendo-ds/harry-potter-and-the-deathly-hallows-part-2
nintendo-ds,Harry Potter and the Goblet of Fire,2005-11-08,Everyone,Electronic Arts,none,Action & Adventure,014633149852,4050,none,https://www.pricecharting.com/game/nintendo-ds/harry-potter-and-the-goblet-of-fire
nintendo-ds,Harry Potter and the Half-Blood Prince,2009-06-30,Everyone,Electronic Arts,none,Action & Adventure,014633153422,19347,none,https://www.pricecharting.com/game/nintendo-ds/harry-potter-and-the-half-blood-prince
nintendo-ds,Harry Potter and the Order of the Phoenix,2007-06-25,Everyone,Electronic Arts,none,Action & Adventure,014633153330,4049,none,https://www.pricecharting.com/game/nintendo-ds/harry-potter-and-the-order-of-the-phoenix
nintendo-ds,Harry Potter and the Order of the Phoenix,2007-06-25,Everyone,Electronic Arts,none,Action & Adventure,014633167368,4049,none,https://www.pricecharting.com/game/nintendo-ds/harry-potter-and-the-order-of-the-phoenix
nintendo-ds,Harvest Moon DS,2006-09-12,Everyone,Natsume,none,Simulation,719593100010,4051,none,https://www.pricecharting.com/game/nintendo-ds/harvest-moon-ds
nintendo-ds,Harvest Moon DS Cute,2005-03-17,Everyone,Natsume,Marvelous Interactive,RPG,719593100058,11509,"Girls want farming fun too! Has Forget-Me-Not Valley lost its magic? You're a late-blooming farmer, but the Harvest King doesn't have patience for girls who play all day! That's why he weeded out the Harvest Goddess and the Harvest Sprites, leaving you out standing in your fields. Break his spell by sowing seeds and finding Harvest Sprites. You'll need to master planting fields and tending livestock. Perhaps a handsome bachelor will help you before a mysterious thief steals your heart! Raise cows, sheep, chickens and ducks! Change clothes and decorate the interior of your house! Court and marry local guys or invite over favorites from Harvest Moon: Friends of Mineral Town!",https://www.pricecharting.com/game/nintendo-ds/harvest-moon-ds-cute
